PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
23142,152.2,148.17,163.4,115.8,12.09,12.33,,11.97,6.62,23.11,12.3,102.29,6.64,,,,,,,,,,,,,
23143,156.2,161.55,146.9,113.3,12.13,12.31,0.38,11.97,6.42,17.08,10.6,78.18,6.41,,,,,,,,,,,,,
23144,132.5,148.58,154.6,110.13,12.09,12.17,,11.98,6.62,20.58,23.4,95.37,6.6,,,,,,,,,,,,,
23145,192.3,161.82,195,112.33,11.8,12.29,0.39,11.97,6.61,25.63,14.3,101.76,6.6,,,,,,,,,,,,,
23146,158.7,155.73,160.7,108.82,11.9,12.33,,11.97,6.6,25.11,12.5,92.96,6.61,,,,,,,,,,,,,
23147,174.5,171.9,178.8,115.73,12.06,12.29,,11.97,6.62,21.72,13.2,102.28,6.61,,,,,,,,,,,,,
23148,163.5,185.27,180.2,108.49,12.08,12.34,,11.98,6.62,25.9,10,101.76,6.61,,,,,,,,,,,,,
23149,170.7,167.38,171.8,112.91,11.82,12.36,0.38,11.97,6.61,26.7,13.2,118.62,6.6,,,,,,,,,,,,,
23150,155.4,151.65,169,117.52,12.14,12.23,0.41,11.97,6.41,23.1,10.3,97.72,6.41,,,,,,,,,,,,,
23151,146.8,161.35,154,109.81,11.88,12.29,,11.97,6.62,23.28,11.3,86.82,6.61,,,,,,,,,,,,,
23152,198.1,149.92,168.4,115.43,11.7,12.23,,11.97,6.04,24.96,12.8,95.82,6.61,,,,,,,,,,,,,
23153,197.8,151.42,168.5,117.7,11.8,12.17,,11.97,6.57,24.05,14.9,94.83,6.61,,,,,,,,,,,,,
23154,197.6,152.09,196.8,114.4,12.05,12.19,0.39,11.97,6.31,21.42,21.1,102.9,6.44,,,,,,,,,,,,,
23155,172,144.87,145.2,111.99,11.85,12.31,0.4,11.97,6.61,22.83,14,100.67,6.61,,,,,,,,,,,,,
23156,146.8,158.56,142.9,115.34,12.09,12.22,0.38,11.97,6.41,18.25,17,89.38,6.4,,,,,,,,,,,,,
23157,168.4,153.08,195.9,114.9,11.84,12.25,0.4,11.97,6.61,24.9,18.6,95.34,6.61,,,,,,,,,,,,,
23158,151.4,156.87,147.6,123.29,11.81,12.18,0.37,11.97,6.6,24.12,22.6,93.49,6.6,,,,,,,,,,,,,
23159,173.3,141.38,172,110.18,12.06,12.37,0.41,11.97,6.41,20.88,19.4,96.94,6.41,,,,,,,,,,,,,
23160,157.2,151.05,150.2,114.19,11.85,12.33,0.37,11.97,6.6,25.79,11.7,95.65,6.6,,,,,,,,,,,,,
23161,155.9,163.25,168.6,111.94,12.09,12.25,,11.97,6.6,21.89,23.8,101.14,6.61,,,,,,,,,,,,,
23162,163.8,155.7,150,111.1,12.06,12.26,0.39,11.97,6.41,23.05,13.9,98.8,6.41,,,,,,,,,,,,,
23163,148.6,160.29,162.6,114.27,12.07,12.1,,11.97,6.61,26.11,51.3,97.87,6.61,,,,,,,,,,,,,
23164,181.1,151.01,158.7,119.27,12.09,12.23,,11.97,6.6,24.49,27.4,99.45,6.61,,,,,,,,,,,,,
23165,167.3,171.07,150.7,111.61,12.08,12.26,,11.98,6.62,24.1,14.1,97.52,6.65,,,,,,,,,,,,,
23166,164.6,145.97,157,113.99,11.83,12.37,0.38,11.97,6.61,25.74,13.7,105.77,6.62,,,,,,,,,,,,,
23167,148.9,169,154.9,116.12,11.88,12.22,,11.97,6.62,25.09,18.7,94.89,6.61,,,,,,,,,,,,,
23168,148.2,153.1,164.1,113.72,12.09,12.26,0.41,11.97,6.41,22.86,13.9,90.53,6.41,,,,,,,,,,,,,
23169,172.8,140.16,163.5,117.6,12.12,12.26,0.41,11.97,6.4,17.99,15.4,84.4,6.42,,,,,,,,,,,,,
23170,174.4,161,129.4,109.67,11.82,12.26,0.35,11.97,6.61,25.5,15.7,96.24,6.61,,,,,,,,,,,,,
23171,144.6,165.37,169.9,113.74,11.89,12.26,,11.97,6.61,25.27,18.1,102.93,6.61,,,,,,,,,,,,,
23172,129.7,176.4,164.3,110.47,11.89,12.21,,11.97,6.62,25.08,19.5,94.81,6.61,,,,,,,,,,,,,
23173,135.3,156.07,163.3,113.49,11.85,12.29,0.37,11.97,6.6,24.43,21.2,109.95,6.62,,,,,,,,,,,,,
23174,161.1,135.05,173.4,118.93,12.13,12.19,0.4,11.97,6.41,20.3,16.9,83.36,6.41,,,,,,,,,,,,,
23175,165.6,151.61,142.8,116.78,11.91,12.21,,11.97,6.62,23.02,14.4,97.92,6.62,,,,,,,,,,,,,
23176,170.4,148.12,152.3,116.21,12.11,12.19,0.4,11.97,6.42,17.6,20.3,79.52,6.41,,,,,,,,,,,,,
23177,168.7,166.38,169.1,109.09,11.84,12.26,,11.97,6.61,26.61,17.7,103.69,6.62,,,,,,,,,,,,,
23178,149.4,184.55,152.1,111.94,12.06,12.19,,11.97,6.6,23.82,45.1,101.64,6.62,,,,,,,,,,,,,
23179,146.8,156.19,150.4,110.24,12.03,12.21,0.41,11.97,6.41,24.78,18.8,101.52,6.41,,,,,,,,,,,,,
23180,150.6,151.7,137.6,111.88,12.11,12.38,0.39,11.97,6.4,18.72,11.1,83.14,6.42,,,,,,,,,,,,,
23181,164.4,147.14,172.6,118.89,11.9,12.31,,11.97,6.63,23.94,9.6,96.06,6.61,,,,,,,,,,,,,
23182,174.1,159.35,140.9,118.11,11.9,12.21,,11.98,6.63,23.17,16.9,101.39,6.61,,,,,,,,,,,,,
23183,144.8,153.54,138.5,115.99,11.85,12.28,0.35,11.97,6.61,23.92,17.3,92.56,6.61,,,,,,,,,,,,,
23184,157.4,145.13,158,111.09,11.85,12.3,0.4,11.97,6.6,26.16,15.4,100.67,6.6,,,,,,,,,,,,,
23185,159.2,163.95,162.8,115.05,12.06,12.25,,11.97,6.61,22.81,13.1,92.99,6.61,,,,,,,,,,,,,
23186,150.8,152.64,151,119.52,12.13,12.2,0.36,11.97,6.41,19.8,15.2,87.26,6.41,,,,,,,,,,,,,
23187,148.5,158.16,147.2,116.75,12.09,12.17,,11.97,6.61,25.46,15.4,104.89,6.63,,,,,,,,,,,,,
23188,180.2,155.56,156.9,109.61,11.84,12.28,0.39,11.97,6.61,28.32,16.3,96,6.62,,,,,,,,,,,,,
23189,157.4,151.43,150,111.93,12.04,12.19,0.41,11.97,6.42,26.13,17.3,104.01,6.41,,,,,,,,,,,,,
23190,138.3,152.82,162.3,113.09,12.09,12.16,,11.97,6.62,22.36,19.1,96.15,6.6,,,,,,,,,,,,,
23191,163.8,156.75,161.7,107,11.85,12.21,0.38,11.97,6.62,21.81,26.5,91.63,6.63,,,,,,,,,,,,,
23192,172.2,160.16,183.6,112.69,12.07,12.22,,11.98,6.61,23.36,19.3,100.6,6.62,,,,,,,,,,,,,
23193,155.1,152.51,168.5,118.22,12.09,12.23,,11.97,6.62,21.9,13.6,101.92,6.61,,,,,,,,,,,,,
23194,157.2,154.15,161,117.68,12.09,12.34,,11.97,6.62,20.17,13.5,103.71,6.61,,,,,,,,,,,,,
23195,194.1,158.11,197.5,114.38,11.76,12.2,,11.97,6.61,22.98,23.6,93.45,6.29,,,,,,,,,,,,,
23196,171.8,161.52,147.9,107.98,11.81,12.28,0.39,11.97,6.6,26.16,12.5,98.67,6.6,,,,,,,,,,,,,
23197,153.8,157.91,137.1,111.51,11.85,12.2,,11.98,6.61,28.34,18.4,98.75,6.62,,,,,,,,,,,,,
23198,174.5,158.11,160.5,113.07,11.82,12.31,0.38,11.97,6.61,24.49,12.5,107.31,6.61,,,,,,,,,,,,,
23199,164.8,156.1,163.1,111.72,12.11,12.21,0.39,11.97,6.41,25.74,24,94.33,6.4,,,,,,,,,,,,,
23200,128.5,140.17,134.1,112.35,12.1,12.42,0.41,11.97,6.41,20.19,9.8,95.29,6.41,,,,,,,,,,,,,
23201,156.2,158.5,171.3,115.22,11.89,12.14,,11.97,6.63,23.56,25.5,86.84,6.6,,,,,,,,,,,,,
23202,147.4,158.14,154.9,108.76,12.1,12.17,0.39,11.97,6.41,20.82,25.3,84.06,6.41,,,,,,,,,,,,,
23203,182.2,149.91,153.8,109.95,11.81,12.4,0.4,11.97,6.61,26.6,9,99.86,6.62,,,,,,,,,,,,,
23204,184.1,155.32,167.1,111.56,11.9,12.3,,11.97,6.63,26.63,18.8,98.53,6.61,,,,,,,,,,,,,
23205,131.7,158.2,161.3,113.38,12.04,12.25,0.41,11.97,6.41,23.1,28.8,104.24,6.43,,,,,,,,,,,,,
23206,166.5,157.67,178.5,116.08,12.08,12.19,,11.97,6.6,22.25,18.1,101.44,6.62,,,,,,,,,,,,,
23207,185,180.58,146.3,115.46,12.07,12.17,,11.97,6.62,22.97,17.2,103.09,6.61,,,,,,,,,,,,,
23208,149.3,168.68,158,111.4,11.83,12.26,,11.98,6.61,27.65,12,114.38,6.61,,,,,,,,,,,,,
23209,158.5,154.32,158.6,117.03,12.1,12.21,0.4,11.97,6.41,19.14,21.6,83.36,6.42,,,,,,,,,,,,,
23210,152.6,145.3,151.1,108.39,12.12,12.2,0.36,11.97,6.4,19,24.9,82.08,6.43,,,,,,,,,,,,,
23211,193.2,146.7,159.1,116.52,11.81,12.23,0.41,11.97,6.6,24.84,20.4,108.99,6.64,,,,,,,,,,,,,
23212,164.6,164.87,149.1,116.02,11.89,12.23,,11.97,6.61,24.15,15.2,90,6.61,,,,,,,,,,,,,
23213,162.8,152.41,169.4,113.25,12.05,12.06,0.39,11.97,6.42,22.34,24.1,98.63,6.41,,,,,,,,,,,,,
23214,140.1,148.03,149.9,111.8,12.1,12.35,0.41,11.97,6.41,20.73,14,98.16,6.41,,,,,,,,,,,,,
23215,180.1,168.34,143.1,109.05,11.76,12.37,,11.97,6.61,26.76,9.4,109.3,6.61,,,,,,,,,,,,,
23216,163.3,147.07,171.6,114.1,12.06,12.21,0.41,11.97,6.41,22.1,18.3,89.92,6.41,,,,,,,,,,,,,
23217,148.8,176.33,161.3,110.89,12.04,12.16,,11.97,6.62,23.03,24.8,102.4,6.6,,,,,,,,,,,,,
23218,138.5,172.73,168.9,114.28,12.07,12.28,,11.97,6.61,22.17,13,104.59,6.62,,,,,,,,,,,,,
23219,197.9,136.43,129.8,111.53,11.7,12.27,,11.97,6.49,23.07,17.8,94.24,6.61,,,,,,,,,,,,,
23220,131.2,147.83,162.3,110.86,12.03,12.3,0.41,11.97,6.41,22.98,18.4,95.08,6.41,,,,,,,,,,,,,
23221,147.5,175.03,164,110.77,12.06,12.25,,11.97,6.62,23.9,14,102.72,6.6,,,,,,,,,,,,,
23222,146.3,174.58,165.8,115.53,11.75,12.38,,11.97,6.6,27.69,12.7,103.69,6.61,,,,,,,,,,,,,
23223,130.8,168.27,131.7,113.91,11.88,12.42,,11.97,6.62,24.78,13.4,107.42,6.62,,,,,,,,,,,,,
23224,135.3,148.12,171,111.19,11.87,12.25,,11.97,6.61,28.16,13.8,104.65,6.64,,,,,,,,,,,,,
23225,138.9,139.47,139,111.36,12.03,12.26,0.41,11.97,6.42,22.08,17.2,100.62,6.44,,,,,,,,,,,,,
23226,171.5,158.03,154.3,117.47,11.95,12.27,,11.97,6.61,21.46,13.7,99.09,6.61,,,,,,,,,,,,,
23227,150.1,169.3,182.3,117.8,12.06,12.16,,11.97,6.62,24.15,29,101.79,6.61,,,,,,,,,,,,,
23228,184.2,149.81,178.3,116.45,11.87,12.28,,11.97,6.61,26.78,13.4,106.27,6.61,,,,,,,,,,,,,
23229,170.2,148.78,152.8,113.89,11.88,12.38,,11.97,6.6,26.97,11.5,97.23,6.61,,,,,,,,,,,,,
23230,163.6,154.61,155.5,115.2,12.07,12.27,,11.97,6.62,20.9,9.8,97.35,6.62,,,,,,,,,,,,,
23231,139.7,137.85,149.2,118.64,12.1,12.21,0.41,11.97,6.41,20.58,16.5,96.08,6.42,,,,,,,,,,,,,
23232,144.4,152.69,133.5,114.4,12.03,12.34,0.41,11.97,6.41,23.9,13.5,103.57,6.41,,,,,,,,,,,,,
23233,142.1,172.46,147.6,111.62,11.89,12.16,,11.97,6.61,24.1,20.9,89.65,6.6,,,,,,,,,,,,,
23234,147.3,161.43,153.1,113.56,11.9,12.35,,11.97,6.62,24.64,11.2,104.74,6.61,,,,,,,,,,,,,
23235,168.6,148.67,149.5,107.66,11.84,12.25,,11.97,6.63,26.83,16.3,98.63,6.6,,,,,,,,,,,,,
23236,157.4,152.28,161.6,115.79,12.09,12.23,,11.97,6.6,20.7,14.6,100.11,6.62,,,,,,,,,,,,,
23237,175.4,144.2,186.9,109.19,11.85,12.27,,11.97,6.61,23.73,15,105.57,6.61,,,,,,,,,,,,,
23238,139.1,152.36,155,114.37,11.91,12.34,,11.97,6.61,25.04,8.1,99.1,6.6,,,,,,,,,,,,,
23239,157.6,154.26,143.1,109.71,12.08,12.21,,11.97,6.62,24.26,17,96.33,6.6,,,,,,,,,,,,,
23240,159.6,153.59,158,112.07,12.1,12.27,,11.97,6.62,21.14,18.3,103.09,6.62,,,,,,,,,,,,,
23241,159.8,175.86,154.3,106.41,12.06,12.19,,11.97,6.62,22.05,17.1,98.06,6.62,,,,,,,,,,,,,
23242,139.6,167.82,137.1,113.62,11.82,12.26,0.35,11.97,6.62,26.42,20,99.97,6.63,,,,,,,,,,,,,
23243,149,133.58,159.8,113.06,12.06,12.23,0.41,11.97,6.42,22.22,33.5,98.87,6.44,,,,,,,,,,,,,
23244,197.7,134.15,176.1,113.74,12.1,12.37,0.41,11.97,6.26,20.48,11,95.98,6.41,,,,,,,,,,,,,
23245,173.5,159.43,171.3,109.76,12.13,12.35,0.4,11.97,6.43,23.24,13.3,97.24,6.41,,,,,,,,,,,,,
23246,171.8,157.32,135,108.87,12.02,12.21,0.41,11.97,6.41,21.12,12.4,93.8,6.42,,,,,,,,,,,,,
23247,168,164.97,163.7,117.05,12.08,12.16,,11.97,6.6,24.78,38,104.5,6.62,,,,,,,,,,,,,
23248,148.6,158.91,171.5,116.44,11.88,12.23,,11.97,6.6,23.05,16.3,89.23,6.64,,,,,,,,,,,,,
23249,169.2,160.4,178.9,111.65,11.76,12.17,,11.97,6.61,23.61,39.5,93.29,6.61,,,,,,,,,,,,,
23250,178.5,152.09,171.6,118.93,12.12,12.17,0.4,11.97,6.41,21.03,21.2,97.32,6.41,,,,,,,,,,,,,
23251,182.4,177.39,157.5,112.15,12.06,12.27,,11.97,6.61,23.57,11,97.61,6.6,,,,,,,,,,,,,
23252,163.3,160.66,177.9,113.55,12.08,12.1,,11.97,6.62,22.41,33.2,103.5,6.62,,,,,,,,,,,,,
23253,197.8,144.47,160.1,112.74,11.7,12.34,,11.97,6.53,23.67,15.4,96.38,6.61,,,,,,,,,,,,,
23254,146.1,153.92,141.2,108.53,11.84,12.17,0.4,11.97,6.61,23.57,16.8,100.83,6.61,,,,,,,,,,,,,
23255,145.3,133.89,155.2,120.14,12.04,12.23,0.41,11.97,6.44,24.87,19.1,104.08,6.43,,,,,,,,,,,,,
23256,143.7,172.34,167.3,116.89,12.07,12.28,,11.97,6.62,23.19,10.9,104.9,6.63,,,,,,,,,,,,,
23257,142.1,160.9,151.7,113,11.9,12.26,,11.97,6.6,23.95,13,90.32,6.62,,,,,,,,,,,,,
23258,167.5,154.11,141.3,110.7,12.13,12.29,0.4,11.97,6.41,18.91,12.2,82.66,6.43,,,,,,,,,,,,,
23259,145.7,165.17,163.2,112.19,11.82,12.35,0.37,11.97,6.61,27.17,17.4,104.61,6.63,,,,,,,,,,,,,
23260,168.9,156.21,177,124.96,12.1,12.36,0.39,11.97,6.41,22.91,14,91.86,6.41,,,,,,,,,,,,,
23261,163.5,157.98,154,113.27,12.08,12.25,0.41,11.97,6.43,22.25,17,88.73,6.4,,,,,,,,,,,,,
23262,166.8,178.51,137.3,110.1,12.05,12.15,,11.97,6.61,24.22,23.6,100.91,6.61,,,,,,,,,,,,,
23263,171.3,161.58,141.9,108.89,11.9,12.28,,11.98,6.62,25.3,15.9,92.75,6.63,,,,,,,,,,,,,
23264,157.7,149.51,161.7,114.47,12.11,12.38,0.39,11.97,6.41,22.41,12.3,86.14,6.41,,,,,,,,,,,,,
23265,158.3,144.89,159.4,110.7,12.06,12.26,0.38,11.97,6.4,18.67,14.7,87.15,6.4,,,,,,,,,,,,,
23266,155.8,173.01,169,116.78,12.06,12.24,,11.97,6.62,22.17,16.9,105.14,6.61,,,,,,,,,,,,,
23267,173.7,171.51,148.8,107.41,12.04,12.18,,11.97,6.6,21.82,22.8,99.73,6.61,,,,,,,,,,,,,
23268,171.6,149.2,158.1,109.18,11.83,12.2,0.35,11.97,6.61,27.14,26.1,102.14,6.61,,,,,,,,,,,,,
23269,135.5,158.48,148.1,118.71,12.11,12.26,0.38,11.97,6.41,18.28,10.7,87.77,6.4,,,,,,,,,,,,,
23270,167.3,137.49,197.5,117.6,11.71,12.31,,11.97,6.61,26.49,16.2,97.86,6.59,,,,,,,,,,,,,
23271,177.6,166.85,145,119.95,11.9,12.37,,11.97,6.62,26.12,15.8,95.25,6.6,,,,,,,,,,,,,
23272,156.7,148.4,158.1,114.61,11.89,12.33,,11.97,6.62,24.39,12.1,94.49,6.66,,,,,,,,,,,,,
23273,190.3,150.59,128.4,115.73,12.03,12.2,0.41,11.97,6.4,22.8,16.6,98.9,6.4,,,,,,,,,,,,,
23274,139.3,147.5,142.6,110.16,12.11,12.26,0.41,11.97,6.41,21.97,11.4,96.95,6.41,,,,,,,,,,,,,
23275,164.6,170.44,169.8,112.95,11.74,12.35,,11.97,6.61,28.31,16.1,101.68,6.62,,,,,,,,,,,,,
23276,148.6,148.43,147.6,109.42,12.04,12.27,0.41,11.97,6.41,23.56,14.1,104.03,6.41,,,,,,,,,,,,,
23277,172.4,150.26,169,118.91,12.09,12.35,0.36,11.97,6.41,17.64,19.4,80.47,6.42,,,,,,,,,,,,,
23278,170.8,144.81,144.9,116.38,12.1,12.26,0.39,11.97,6.41,18.46,21.7,82.87,6.4,,,,,,,,,,,,,
23279,154.9,171.24,172.4,113.32,11.87,12.3,,11.97,6.61,26.7,17.6,96.91,6.61,,,,,,,,,,,,,
23280,166.5,143.57,178.5,116.54,11.85,12.23,,11.97,6.61,25.47,17.3,101.39,6.62,,,,,,,,,,,,,
23281,173.8,138.57,169.3,111.57,12.05,12.24,0.41,11.97,6.41,23.4,19.1,104.19,6.41,,,,,,,,,,,,,
23282,159.4,183.06,154.4,115.62,12.06,12.17,,11.97,6.6,22.82,23.1,105.63,6.65,,,,,,,,,,,,,
23283,168,148.58,129.8,113.67,12.09,12.23,0.41,11.97,6.4,24.87,14.9,99.89,6.45,,,,,,,,,,,,,
23284,162,142.48,168.7,123.03,11.9,12.37,,11.97,6.62,25.65,11.3,93.49,6.61,,,,,,,,,,,,,
23285,136.1,160.51,149.4,112.87,12.11,12.34,0.39,11.97,6.41,18.36,10,85.29,6.44,,,,,,,,,,,,,
23286,148.5,162.6,155.4,112.57,11.86,12.27,,11.97,6.62,23.4,12.5,93.9,6.61,,,,,,,,,,,,,
23287,148.6,133.3,166.3,109.68,12.1,12.2,0.41,11.97,6.4,24.06,15.4,98.66,6.41,,,,,,,,,,,,,
23288,156.7,167.64,127,114.28,12.06,12.2,,11.97,6.6,22.47,15.6,100.26,6.6,,,,,,,,,,,,,
23289,134.1,142.57,156.3,113.98,11.86,12.34,0.36,11.97,6.6,27.25,14.7,98.3,6.61,,,,,,,,,,,,,
23290,187.8,149.82,168.4,114.12,12.14,12.25,0.41,11.97,6.4,20.05,20.7,93.36,6.42,,,,,,,,,,,,,
23291,164.4,173.92,165.4,109.8,11.73,12.25,,11.97,6.6,26,13.8,104.92,6.63,,,,,,,,,,,,,
23292,181.8,176.97,134.5,112.68,12.07,12.2,,11.97,6.6,25.52,23,98.29,6.62,,,,,,,,,,,,,
23293,166.8,147.84,165.8,121.97,12.03,12.38,0.41,11.97,6.41,25.06,11.5,100.76,6.44,,,,,,,,,,,,,
23294,156.8,164.71,146.6,116.74,11.92,12.14,,11.97,6.62,27.87,33.2,108.78,6.61,,,,,,,,,,,,,
23295,159.4,169.94,160.2,112.63,11.88,12.36,,11.97,6.61,23.61,14.1,90.87,6.61,,,,,,,,,,,,,
23296,165.6,152.33,178.7,116.33,12.12,12.2,0.4,11.97,6.42,21.83,20.8,98.05,6.41,,,,,,,,,,,,,
23297,157.7,172.85,145.5,118.47,11.95,12.19,,11.97,6.62,27.7,13.2,99.2,6.61,,,,,,,,,,,,,
23298,164.9,154.21,142.6,108.31,12.12,12.27,0.39,11.97,6.41,21.18,17.4,104.21,6.43,,,,,,,,,,,,,
23299,154.4,156.1,197.5,115.57,12.07,12.1,,11.97,6.62,24.08,26.6,96.17,6.59,,,,,,,,,,,,,
23300,145.1,141,145.7,109.98,12.11,12.27,0.41,11.97,6.41,22,25.2,94.99,6.43,,,,,,,,,,,,,
23301,175.6,165.41,162.2,111.59,11.83,12.3,,11.97,6.61,25.88,19,108.33,6.61,,,,,,,,,,,,,
23302,149.8,143.12,170.9,111.04,12.07,12.18,0.4,11.97,6.41,20.57,20.5,96.7,6.41,,,,,,,,,,,,,
23303,141,147.12,155,108.89,11.8,12.37,,11.97,6.6,25.48,15.4,94.19,6.63,,,,,,,,,,,,,
23304,166,152.6,163.1,114.1,12.12,12.31,0.39,11.97,6.4,20.72,16.7,99.99,6.41,,,,,,,,,,,,,
23305,162.3,173.58,166.4,110.75,12.06,12.24,,11.97,6.6,22.44,17.5,93.72,6.61,,,,,,,,,,,,,
23306,133.6,160.71,157.6,107.95,11.83,12.33,0.34,11.97,6.61,25.64,19.3,96.05,6.61,,,,,,,,,,,,,
23307,155.1,159.49,165.4,115.38,12.08,12.22,,11.97,6.62,22.9,15.1,97.85,6.61,,,,,,,,,,,,,
23308,155.7,161.77,179.6,110.09,11.89,12.22,,11.97,6.61,24.71,17.1,93.52,6.6,,,,,,,,,,,,,
23309,156.1,133.14,163.7,107.86,12.06,12.2,0.41,11.97,6.41,20.04,19.4,97.99,6.41,,,,,,,,,,,,,
23310,164.7,172.88,161.2,113.45,11.88,12.23,,11.97,6.62,23.15,16.5,96.17,6.66,,,,,,,,,,,,,
23311,149.3,176.94,154.4,111.18,12.07,12.28,,11.97,6.62,25.73,12.7,102.33,6.61,,,,,,,,,,,,,
23312,163.1,148.47,140.5,108.89,11.91,12.21,,11.98,6.62,23.84,19.2,93.2,6.6,,,,,,,,,,,,,
23313,175.4,173.58,168.7,117.31,12.07,12.2,,11.97,6.61,25.16,15.2,106.6,6.61,,,,,,,,,,,,,
23314,169.2,160.19,171.1,111.35,11.9,12.22,,11.98,6.62,24.91,13.7,98.71,6.62,,,,,,,,,,,,,
23315,169.1,164.81,174.6,111.35,11.89,12.29,,11.97,6.64,23.85,16.6,86.78,6.61,,,,,,,,,,,,,
23316,197.4,163.17,157.7,114.27,12.08,12.16,,11.97,6.6,24.28,14.9,100.48,6.61,,,,,,,,,,,,,
23317,165.1,173.81,138.7,108.41,12.07,12.2,,11.97,6.61,26.23,27.2,107.7,6.63,,,,,,,,,,,,,
23318,147,162.23,142.3,111.63,12.07,12.14,,11.97,6.62,22.12,20.6,100.75,6.62,,,,,,,,,,,,,
23319,170.6,152.59,164.2,108.21,11.74,12.32,,11.98,6.6,24.71,12.7,104.48,6.61,,,,,,,,,,,,,
23320,149.1,161.55,146.9,110.49,11.91,12.23,,11.98,6.62,24.74,17.7,101.55,6.61,,,,,,,,,,,,,
23321,165.3,161.1,178.4,108.54,11.82,12.3,0.35,11.97,6.6,24.9,28.4,103.55,6.6,,,,,,,,,,,,,
23322,180.2,150.37,161.7,111.86,12.05,12.33,0.41,11.97,6.4,21.96,13.7,104.06,6.41,,,,,,,,,,,,,
23323,182.1,153.19,165.1,111.32,12.12,12.33,0.38,11.97,6.41,18.4,18,80.03,6.4,,,,,,,,,,,,,
23324,162.8,169.08,149.5,119.49,11.89,12.2,,11.98,6.62,24.96,23.4,105.22,6.61,,,,,,,,,,,,,
23325,145.5,166.17,149.7,114,11.89,12.03,,11.97,6.62,24.91,56.9,110.91,6.61,,,,,,,,,,,,,
23326,162.9,151.59,164.1,119.19,12.12,12.24,0.4,11.97,6.41,17.47,16.3,80.75,6.41,,,,,,,,,,,,,
23327,147.1,155,147.1,117.18,11.88,12.33,,11.97,6.61,25.19,10.7,94.56,6.61,,,,,,,,,,,,,
23328,129.2,156.46,149.8,117.01,12.09,12.19,,11.97,6.63,23.08,19,106.14,6.61,,,,,,,,,,,,,
23329,145.5,169.48,143.4,113.51,11.92,12.24,,11.97,6.6,23.56,29,95.57,6.6,,,,,,,,,,,,,
23330,149.8,171.51,162,117.98,12.07,12.15,,11.97,6.62,22.62,18.1,92.2,6.63,,,,,,,,,,,,,
23331,162.8,169.09,149.7,118.53,12.07,12.23,,11.97,6.62,24.15,17.6,99.38,6.6,,,,,,,,,,,,,
23332,168.3,154.93,175.9,108.78,12.09,12.19,,11.97,6.62,22.98,16.1,97.28,6.6,,,,,,,,,,,,,
23333,148.6,163.57,152.3,113.29,11.93,12.25,,11.97,6.62,28.56,15.5,97.23,6.61,,,,,,,,,,,,,
23334,160.2,158.32,172.5,113,12.09,12.31,,11.97,6.62,28.61,16.3,100.42,6.61,,,,,,,,,,,,,
23335,155.4,147.18,192.3,111.4,12.13,12.2,0.4,11.97,6.41,17.35,20.1,77.47,6.41,,,,,,,,,,,,,
23336,173.2,155.53,158.7,115.75,11.82,12.27,0.39,11.97,6.6,25.07,15.7,107.65,6.62,,,,,,,,,,,,,
23337,164.5,175.94,161.5,113.85,12.06,12.22,,11.97,6.62,23.05,27.6,101.74,6.61,,,,,,,,,,,,,
23338,146.1,158.43,144.3,113.36,12.03,12.23,0.41,11.97,6.4,24.01,13.6,96.68,6.41,,,,,,,,,,,,,
23339,166,174.92,142.5,114.1,12.08,12.18,,11.98,6.62,24.9,25.8,104.73,6.64,,,,,,,,,,,,,
23340,179.9,146.62,175.3,112.24,11.79,12.33,,11.98,6.6,23.14,12,89.48,6.61,,,,,,,,,,,,,
23341,155.6,149.61,157.7,113.56,11.91,12.19,,11.97,6.62,26.53,21.9,95.16,6.62,,,,,,,,,,,,,
23342,162.2,170.86,156.9,111.39,12.07,12.2,,11.98,6.62,23.86,11,105.89,6.62,,,,,,,,,,,,,
23343,165.6,130.72,185.2,111.29,12.04,12.23,0.41,11.97,6.4,22.42,20.9,102.54,6.41,,,,,,,,,,,,,
23344,171.5,141.99,151.6,111.83,12.14,12.35,0.4,11.97,6.41,17.5,23.6,79.17,6.4,,,,,,,,,,,,,
23345,108.8,133.09,142.6,112.46,12.11,12.21,0.38,11.97,6.41,19.6,15.8,90.3,6.42,,,,,,,,,,,,,
23346,180.2,161.61,158,111.26,11.84,12.23,,11.97,6.61,28.29,16.2,103.72,6.62,,,,,,,,,,,,,
23347,135.3,151.51,139.3,112.58,12.04,12.41,0.41,11.97,6.41,24.79,15.3,99.76,6.44,,,,,,,,,,,,,
23348,155.4,154.72,151.8,116.32,11.82,12.3,0.37,11.97,6.6,24.8,16.2,98.76,6.63,,,,,,,,,,,,,
23349,155.7,137.33,157.8,118.25,11.71,12.24,,11.97,6.62,23.72,14.4,97.86,6.62,,,,,,,,,,,,,
23350,141.2,157.76,151.4,113.2,12.11,12.26,0.38,11.97,6.41,22.39,18.2,101.23,6.43,,,,,,,,,,,,,
